"Article_ID","Full_Title","Link_to_Article","Journal","Year","Month","First Author Gender","pubmed_query","pubmed_id","ForeName","LastName"
"Stein et al. (2003)","Venous Thromboembolic Disease Comparison of the Diagnostic Process in Blacks and Whites","http://archinte.jamanetwork.com/article.aspx?articleid=755898","Archives of Internal Medicine","2003","08 - Aug","Male","Stein 2003 Venous Thromboembolic Disease Comparison Diagnostic Process Blacks Whites","12912722.0","Paul D","Stein"
"Stein et al. (2004)","d-Dimer for the Exclusion of Acute Venous Thrombosis and Pulmonary Embolism : A Systematic Review","http://annals.org/article.aspx?articleid=717372","Annals of Internal Medicine","2004","04 - Apr","Male","Stein 2004 Dimer Exclusion Acute Venous Thrombosis Pulmonary Embolism Systematic Review","15096330.0","Paul D","Stein"
"Steinbeck et al. (2009)","Defibrillator Implantation Early after Myocardial Infarction","http://www.nejm.org/doi/pdf/10.1056/NEJMoa0901889","NEJM","2009","10 - Oct","Male","Steinbeck 2009 Defibrillator Implantation Early after Myocardial Infarction","19812399.0","Gerhard","Steinbeck"
"Steinman et al. (2003)","Predictors of Broad-Spectrum Antibiotic Prescribing for Acute Respiratory Tract Infections in Adult Primary Care","http://jama.jamanetwork.com/article.aspx?articleid=195939","JAMA","2003","02 - Feb","Male","Steinman 2003 Predictors Broad Spectrum Antibiotic Prescribing Acute Respiratory Tract Infections Adult Primary","12585950.0","Michael A","Steinman"
"Steinsapir et al. (1997)","Metyrosine and Pheochromocytoma","http://archinte.jamanetwork.com/article.aspx?articleid=623234","Archives of Internal Medicine","1997","04 - Apr","Male","Steinsapir 1997 Metyrosine Pheochromocytoma","9129550.0","J","Steinsapir"
"Stelfox et al. (2003)","Safety of Patients Isolated for Infection Control","http://jama.jamanetwork.com/article.aspx?articleid=197443","JAMA","2003","10 - Oct","Male","Stelfox 2003 Safety Patients Isolated Infection Control","14532319.0","Henry Thomas","Stelfox"
"Steliarova-Foucher et al. (2004)","Geographical patterns and time trends of cancer incidence and survival among children and adolescents in Europe since the 1970s (the ACCIS project): an epidemiological study","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(04)17550-8/abstract","The Lancet","2004","12 - Dec","Female","Steliarova-Foucher 2004 Geographical patterns trends cancer incidence survival among children adolescents Europe since 1970s ACCIS project epidemiological study","","",""
"Stene et al. (2001)","Birth weight and childhood onset type 1 diabetes: population based cohort study","","BMJ","2001","04 - Apr","Male","Stene 2001 Birth weight childhood onset diabetes population based cohort study","11302899.0","L C","Stene"
"Stenestrand et al. (2003)","Fibrinolytic Therapy in Patients 75 Years and Older With ST-Segment–Elevation Myocardial Infarction One-Year Follow-up of a Large Prospective Cohort","http://archinte.jamanetwork.com/article.aspx?articleid=215441","Archives of Internal Medicine","2003","04 - Apr","Male","Stenestrand 2003 Fibrinolytic Therapy Patients Years Older Segment–Elevation Myocardial Infarction Follow Large Prospective Cohort","12719207.0","Ulf","Stenestrand"
"Stenestrand et al. (2006)","Long-term Outcome of Primary Percutaneous Coronary Intervention vs Prehospital and In-Hospital Thrombolysis for Patients With ST-Elevation Myocardial Infarction","http://jama.jamanetwork.com/article.aspx?articleid=203602","JAMA","2006","10 - Oct","Male","Stenestrand 2006 Outcome Primary Percutaneous Coronary Intervention Prehospital Hospital Thrombolysis Patients Elevation Myocardial Infarction","17032988.0","Ulf","Stenestrand"
"Stenson et al. (2005)","Increased Prevalence of Celiac Disease and Need for Routine Screening Among Patients With Osteoporosis","http://archinte.jamanetwork.com/article.aspx?articleid=486428","Archives of Internal Medicine","2005","02 - Feb","Male","Stenson 2005 Increased Prevalence Celiac Disease Routine Screening Among Patients Osteoporosis","15738367.0","William F","Stenson"
"Stephenson et al. (2003)","Safety and antigenicity of whole virus and subunit influenza A/Hong Kong/1073/99 (H9N2) vaccine in healthy adults: phase I randomised trial","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(03)15014-3/abstract","The Lancet","2003","12 - Dec","Male","Stephenson 2003 Safety antigenicity whole virus subunit influenza vaccine healthy adults phase randomised trial","14683655.0","Iain","Stephenson"
"Steptoe et al. (1999)","Behavioural counselling in general practice for the promotion of healthy behaviour among adults at increased risk of coronary heart disease: randomised trial","","BMJ","1999","10 - Oct","Male","Steptoe 1999 Behavioural counselling general practice promotion healthy behaviour among adults increased coronary heart disease randomised trial","10514155.0","A","Steptoe"
"Stergiopoulos et al. (2014)","Percutaneous Coronary Intervention Outcomes in Patients With Stable Obstructive Coronary Artery Disease and Myocardial Ischemia:   A Collaborative Meta-analysis of Contemporary Randomized Clinical Trials","http://archinte.jamanetwork.com/article.aspx?articleid=1783047","Archives of Internal Medicine","2014","02 - Feb","Female","Stergiopoulos 2014 Percutaneous Coronary Intervention Outcomes Patients Stable Obstructive Coronary Artery Disease Myocardial Ischemia Collaborative analysis Contemporary Randomized Clinical Trials","24296791.0","Kathleen","Stergiopoulos"
"Sterling et al. (2011)","Three Months of Rifapentine and Isoniazid for Latent Tuberculosis Infection","http://www.nejm.org/doi/pdf/10.1056/NEJMoa1104875","NEJM","2011","12 - Dec","Male","Sterling 2011 Three Months Rifapentine Isoniazid Latent Tuberculosis Infection","22150035.0","Timothy R","Sterling"
"Stern et al. (1997)","The Diagnosis of Cystic Fibrosis","http://www.nejm.org/doi/full/10.1056/NEJM199702133360707","NEJM","1997","02 - Feb","Male","Stern 1997 Diagnosis Cystic Fibrosis","9017943.0","R C","Stern"
"Stern et al. (1997)","MALIGNANT MELANOMA IN PATIENTS TREATED FOR PSORIASIS WITH  METHOXSALEN (PSORALEN) AND ULTRAVIOLET A RADIATION (PUVA)","http://www.nejm.org/doi/pdf/10.1056/NEJM199704103361501","NEJM","1997","04 - Apr","Male","Stern 1997 MALIGNANT MELANOMA PATIENTS TREATED PSORIASIS METHOXSALEN PSORALEN ULTRAVIOLET RADIATION","9091799.0","R S","Stern"
"Stern et al. (2002)","Identification of Persons at High Risk for Type 2 Diabetes Mellitus: Do We Need the Oral Glucose Tolerance Test?","http://annals.org/article.aspx?articleid=715231","Annals of Internal Medicine","2002","04 - Apr","Male","Stern 2002 Identification Persons Diabetes Mellitus Glucose Tolerance","11955025.0","Michael P","Stern"
"Stevens et al. (2004)","Withholding Anticoagulation after a Negative Result on Duplex Ultrasonography for Suspected Symptomatic Deep Venous Thrombosis","http://annals.org/article.aspx?articleid=717530","Annals of Internal Medicine","2004","06 - Jun","Male","Stevens 2004 Withholding Anticoagulation after Negative Result Duplex Ultrasonography Suspected Symptomatic Venous Thrombosis","15197015.0","Scott M","Stevens"
"Steventon et al. (2013)","Effect of telephone health coaching (Birmingham OwnHealth) on hospital use and associated costs: cohort study with matched controls","","BMJ","2013","08 - Aug","Male","Steventon 2013 Effect telephone health coaching Birmingham OwnHealth hospital associated costs cohort study matched controls","23920348.0","Adam","Steventon"
"Stewart et al. (1999)","Ethnic differences in incidence of stroke: prospective study with stroke register","","BMJ","1999","04 - Apr","Female","Stewart 1999 Ethnic differences incidence stroke prospective study stroke register","10195965.0","J A","Stewart"
"Stewart et al. (2002)","Racial and Ethnic Differences in Alcohol-Associated Aspartate Aminotransferase and ?-Glutamyltransferase Elevation","http://archinte.jamanetwork.com/article.aspx?articleid=213675","Archives of Internal Medicine","2002","10 - Oct","Male","Stewart 2002 Racial Ethnic Differences Alcohol Associated Aspartate Aminotransferase Glutamyltransferase Elevation","12390068.0","Scott H","Stewart"
"Stickrath et al. (2013)","Attending Rounds in the Current Era:   What Is and Is Not Happening","http://archinte.jamanetwork.com/article.aspx?articleid=1685887","Archives of Internal Medicine","2013","06 - Jun","Male","Stickrath 2013 Attending Rounds Current Happening","23649040.0","Chad","Stickrath"
"Stiell et al. (2004)","Advanced Cardiac Life Support in Out-of-Hospital Cardiac Arrest","http://www.nejm.org/doi/pdf/10.1056/NEJMoa040325","NEJM","2004","08 - Aug","Male","Stiell 2004 Advanced Cardiac Support Hospital Cardiac Arrest","15306666.0","Ian G","Stiell"
"Stockl et al. (2010)","Risk of Rehospitalization for Patients Using Clopidogrel With a Proton Pump Inhibitor","http://archinte.jamanetwork.com/article.aspx?articleid=415836","Archives of Internal Medicine","2010","04 - Apr","Female","Stockl 2010 Rehospitalization Patients Using Clopidogrel Proton Inhibitor","20421557.0","Karen M","Stockl"
"Stokes et al. (2003)","Patients' accounts of being removed from their general practitioner's list: qualitative study","","BMJ","2003","06 - Jun","Male","Stokes 2003 Patients accounts being removed their general practitioner qualitative study","12805172.0","Tim","Stokes"
"Stollberger et al. (1998)","Transesophageal Echocardiography To Assess Embolic Risk in Patients with Atrial Fibrillation","http://annals.org/article.aspx?articleid=711323","Annals of Internal Medicine","1998","04 - Apr","Female","Stollberger 1998 Transesophageal Echocardiography Assess Embolic Patients Atrial Fibrillation","9537936.0","C","Stöllberger"
"Stolzenberg-Solomon et al. (2005)","Insulin| Glucose| Insulin Resistance| and Pancreatic Cancer in Male Smokers","http://jama.jamanetwork.com/article.aspx?articleid=202010","JAMA","2005","12 - Dec","Female","Stolzenberg-Solomon 2005 Insulin Glucose Insulin Resistance Pancreatic Cancer Smokers","16352795.0","Rachael Z","Stolzenberg-Solomon"
"Stone et al. (2007)","Routine Upstream Initiation vs Deferred Selective Use of Glycoprotein IIb/IIIa Inhibitors in Acute Coronary Syndromes:","http://jama.jamanetwork.com/article.aspx?articleid=205521","JAMA","2007","02 - Feb","Male","Stone 2007 Routine Upstream Initiation Deferred Selective Glycoprotein Inhibitors Acute Coronary Syndromes","17299194.0","Gregg W","Stone"
"Stothard et al. (2009)","Maternal Overweight and Obesity and the Risk of Congenital Anomalies:","http://jama.jamanetwork.com/article.aspx?articleid=183375","JAMA","2009","02 - Feb","Female","Stothard 2009 Maternal Overweight Obesity Congenital Anomalies","19211471.0","Katherine J","Stothard"
"Stranges et al. (2007)","Effects of Long-Term Selenium Supplementation on the Incidence of Type 2 Diabetes: A Randomized Trial","http://annals.org/article.aspx?articleid=736271","Annals of Internal Medicine","2007","08 - Aug","Male","Stranges 2007 Effects Selenium Supplementation Incidence Diabetes Randomized Trial","17620655.0","Saverio","Stranges"
"Stratakis et al. (1999)","Paradoxical Response to Dexamethasone in the Diagnosis of Primary Pigmented Nodular Adrenocortical Disease","http://annals.org/article.aspx?articleid=713020","Annals of Internal Medicine","1999","02 - Feb","Male","Stratakis 1999 Paradoxical Response Dexamethasone Diagnosis Primary Pigmented Nodular Adrenocortical Disease","10523219.0","C A","Stratakis"
"Stratton et al. (2000)","Association of glycaemia with macrovascular and microvascular complications of type 2 diabetes (UKPDS 35): prospective observational study","","BMJ","2000","08 - Aug","Female","Stratton 2000 Association glycaemia macrovascular microvascular complications diabetes UKPDS prospective observational study","10938048.0","I M","Stratton"
"Straus et al. (2000)","The Accuracy of Patient History| Wheezing| and Laryngeal Measurements in Diagnosing Obstructive Airway Disease","http://jama.jamanetwork.com/article.aspx?articleid=192576","JAMA","2000","04 - Apr","Female","Straus 2000 Accuracy Patient History Wheezing Laryngeal Measurements Diagnosing Obstructive Airway Disease","10770147.0","S E","Straus"
"Straus et al. (2004)","Antipsychotics and the Risk of Sudden Cardiac","http://archinte.jamanetwork.com/article.aspx?articleid=217105","Archives of Internal Medicine","2004","06 - Jun","Female","Straus 2004 Antipsychotics Sudden Cardiac","15226162.0","Sabine M J M","Straus"
"Strawford et al. (1999)","Resistance Exercise and Supraphysiologic Androgen Therapy in Eugonadal Men With HIV-Related Weight Loss A Randomized Controlled Trial","http://jama.jamanetwork.com/article.aspx?articleid=189427","JAMA","1999","04 - Apr","Female","Strawford 1999 Resistance Exercise Supraphysiologic Androgen Therapy Eugonadal Related Weight Randomized Controlled Trial","10208143.0","A","Strawford"
"Striano et al. (2006)","Epileptic seizures can follow high doses of oral vardenafil","","BMJ","2006","10 - Oct","Male","Striano 2006 Epileptic seizures follow doses vardenafil","17038735.0","Pasquale","Striano"
"Strieder et al. (2008)","Prediction of Progression to Overt Hypothyroidism or Hyperthyroidism in Female Relatives of Patients With Autoimmune Thyroid Disease Using the Thyroid Events Amsterdam (THEA) Score","http://archinte.jamanetwork.com/article.aspx?articleid=770358","Archives of Internal Medicine","2008","08 - Aug","Female","Strieder 2008 Prediction Progression Overt Hypothyroidism Hyperthyroidism Female Relatives Patients Autoimmune Thyroid Disease Using Thyroid Events Amsterdam Score","18695079.0","Thea G A","Strieder"
"Strom et al. (1997)","Gastrointestinal Tract Bleeding Associated With Naproxen Sodium vs Ibuprofen","http://archinte.jamanetwork.com/article.aspx?articleid=624158","Archives of Internal Medicine","1997","12 - Dec","Male","Strom 1997 Gastrointestinal Tract Bleeding Associated Naproxen Sodium Ibuprofen","9531232.0","B L","Strom"
"Stromberg et al. (2002)","Neurological sequelae in children born after in-vitro fertilisation: a population-based study","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(02)07674-2/abstract","The Lancet","2002","02 - Feb","Male","Stromberg 2002 Neurological sequelae children after vitro fertilisation population based study","11853790.0","B","Strömberg"
"Stuebe et al. (2009)","Lactation and Incidence of Premenopausal Breast Cancer A Longitudinal Study","http://archinte.jamanetwork.com/article.aspx?articleid=1108505","Archives of Internal Medicine","2009","08 - Aug","Female","Stuebe 2009 Lactation Incidence Premenopausal Breast Cancer Longitudinal Study","19667298.0","Alison M","Stuebe"
